sr_no,admission_no,pen_no,name,roll_no,class,class_name,section,class_sec,father_name,mother_name,guardian_name,mobile,contact,contact_phone,address,gender,dob,category,house,transport_opted,uses_transport,bus_route,total_fee,paid_fee,balance_fee,fees_due,status
"SR-2024-1906","ADM-5906","PEN-RJ-2024-996991","Urmila Dewasi","03","8th","8th","C","8th - C","Hanuman Ram Dewasi","Durga Devi","Hanuman Ram Dewasi","9829502348","9829502348","9829502348","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2012-06-06","ST","Raman",false,false,"",36000,0,36000,36000,"Active"
"SR-2024-1907","ADM-5907","PEN-RJ-2024-841527","Rahul Soni","04","8th","8th","C","8th - C","Vimalchand Soni","Laxmi Devi","Vimalchand Soni","9784750391","9784750391","9784750391","Chohtan Circle, Highway Link, Barmer","Male","2012-10-01","OBC","Raman",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1908","ADM-5908","PEN-RJ-2024-641619","Santosh Vyas","05","8th","8th","C","8th - C","Sawai Singh Vyas","Rukmani Devi","Sawai Singh Vyas","9414628492","9414628492","9414628492","Khatan Kocha, Inside City, Barmer","Female","2012-10-13","General","Raman",false,false,"",36000,18000,18000,18000,"Active"
"SR-2024-1909","ADM-5909","PEN-RJ-2024-344406","Kajal Kumhar","06","8th","8th","C","8th - C","Kalyan Singh Kumhar","Nirmala","Kalyan Singh Kumhar","9829659127","9829659127","9829659127","Ramsar Road, Barmer","Female","2012-04-27","ST","Ashoka",false,false,"",36000,18000,18000,18000,"Active"
"SR-2024-1910","ADM-5910","PEN-RJ-2024-922190","Sonam Goyal","07","8th","8th","C","8th - C","Kalyan Singh Goyal","Manju","Kalyan Singh Goyal","8769379694","8769379694","8769379694","Baytu Link Road, Barmer","Female","2012-02-19","General","Shivaji",true,true,"Route 8 (Rai Colony - Civil Lines)",48000,48000,0,0,"Active"
"SR-2024-1911","ADM-5911","PEN-RJ-2024-804907","Sonal Trivedi","08","8th","8th","C","8th - C","Bhagwan Das Trivedi","Santosh","Bhagwan Das Trivedi","9414481593","9414481593","9414481593","Tilak Nagar, Barmer","Female","2012-02-13","General","Raman",false,false,"",36000,14500,21500,21500,"Active"
"SR-2024-1912","ADM-5912","PEN-RJ-2024-185273","Advaith Bhati","09","8th","8th","C","8th - C","Gopal Bhati","Shanti Devi","Gopal Bhati","9414594746","9414594746","9414594746","Shastri Nagar, Sector 2, Barmer","Male","2012-04-23","General","Shivaji",false,false,"",36000,21500,14500,14500,"Active"
"SR-2024-1913","ADM-5913","PEN-RJ-2024-302862","Rachna Maheshwari","10","8th","8th","C","8th - C","Jabbar Singh Maheshwari","Mohan Kanwar","Jabbar Singh Maheshwari","9829205424","9829205424","9829205424","Tilak Nagar, Barmer","Female","2012-06-04","ST","Tagore",false,false,"",36000,27000,9000,9000,"Active"
"SR-2024-1914","ADM-5914","PEN-RJ-2024-495387","Rakesh Mathur","11","8th","8th","C","8th - C","Jethmal Mathur","Rekha","Jethmal Mathur","8769599262","8769599262","8769599262","Baytu Link Road, Barmer","Male","2012-03-28","ST","Ashoka",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1915","ADM-5915","PEN-RJ-2024-277914","Bharti Lohar","12","8th","8th","C","8th - C","Rikhabdas Lohar","Sushila","Rikhabdas Lohar","9784435396","9784435396","9784435396","Baytu Link Road, Barmer","Female","2012-10-16","SC","Raman",false,false,"",36000,27000,9000,9000,"Active"
"SR-2024-1916","ADM-5916","PEN-RJ-2024-535579","Preeti Goyal","13","8th","8th","C","8th - C","Manak Chand Goyal","Anita","Manak Chand Goyal","9829605627","9829605627","9829605627","Jasol Road, Balotra Highway, Barmer","Female","2012-12-08","General","Raman",false,false,"",36000,21500,14500,14500,"Active"
"SR-2024-1917","ADM-5917","PEN-RJ-2024-262444","Aarti Bishnoi","14","8th","8th","C","8th - C","Nemichand Bishnoi","Mohan Kanwar","Nemichand Bishnoi","9414801564","9414801564","9414801564","Rai Colony, Near Water Tank, Barmer","Female","2012-11-28","OBC","Tagore",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1918","ADM-5918","PEN-RJ-2024-833590","Sonal Kumhar","15","8th","8th","C","8th - C","Jethmal Kumhar","Sita Devi","Jethmal Kumhar","8769136594","8769136594","8769136594","Jasol Road, Balotra Highway, Barmer","Female","2012-05-09","General","Shivaji",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1919","ADM-5919","PEN-RJ-2024-739496","Vikram Trivedi","16","8th","8th","C","8th - C","Tarachand Trivedi","Sushila","Tarachand Trivedi","8769681936","8769681936","8769681936","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2012-05-28","OBC","Shivaji",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1920","ADM-5920","PEN-RJ-2024-289794","Priya Bishnoi","17","8th","8th","C","8th - C","Kailash Bishnoi","Sushila","Kailash Bishnoi","9784174961","9784174961","9784174961","Baldev Nagar, Near Ratan Singh Circle, Barmer","Female","2012-03-17","OBC","Ashoka",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",48000,0,48000,48000,"Active"
"SR-2024-1921","ADM-5921","PEN-RJ-2024-101845","Sandeep Chauhan","18","8th","8th","C","8th - C","Roopa Ram Chauhan","Savitri Devi","Roopa Ram Chauhan","8769790198","8769790198","8769790198","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2012-03-01","ST","Tagore",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",48000,0,48000,48000,"Active"
"SR-2024-1922","ADM-5922","PEN-RJ-2024-227143","Dimple Parihar","19","8th","8th","C","8th - C","Kailash Parihar","Nirmala","Kailash Parihar","9784491437","9784491437","9784491437","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2012-04-03","SC","Shivaji",false,false,"",36000,21500,14500,14500,"Active"
"SR-2024-1923","ADM-5923","PEN-RJ-2024-657242","Mandeep Verma","20","8th","8th","C","8th - C","Shaitan Singh Verma","Laxmi Devi","Shaitan Singh Verma","9829674339","9829674339","9829674339","Khatan Kocha, Inside City, Barmer","Male","2012-01-04","ST","Ashoka",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",48000,48000,0,0,"Active"
"SR-2024-1924","ADM-5924","PEN-RJ-2024-746370","Pushpendra Bansal","21","8th","8th","C","8th - C","Pabu Ram Bansal","Mohan Kanwar","Pabu Ram Bansal","9414643200","9414643200","9414643200","Sadar Bazaar, Near Old Fort, Barmer","Male","2012-08-17","OBC","Raman",false,false,"",36000,27000,9000,9000,"Active"
"SR-2024-1925","ADM-5925","PEN-RJ-2024-471925","Paras Bhati","22","8th","8th","C","8th - C","Narpat Singh Bhati","Nirmala","Narpat Singh Bhati","8769763052","8769763052","8769763052","Rai Colony, Near Water Tank, Barmer","Male","2012-11-07","ST","Raman",false,false,"",36000,21500,14500,14500,"Active"
"SR-2024-1926","ADM-5926","PEN-RJ-2024-472735","Pooja Dave","23","8th","8th","C","8th - C","Dungar Ram Dave","Manju","Dungar Ram Dave","9829375734","9829375734","9829375734","Sindhari Road, Near Bus Stand, Barmer","Female","2012-10-18","OBC","Shivaji",false,false,"",36000,0,36000,36000,"Active"
"SR-2024-1927","ADM-5927","PEN-RJ-2024-611701","Pihu Dewasi","24","8th","8th","C","8th - C","Kalyan Singh Dewasi","Shanti Devi","Kalyan Singh Dewasi","9828723622","9828723622","9828723622","Sindhari Road, Near Bus Stand, Barmer","Female","2012-11-19","OBC","Raman",true,true,"Route 2 (Indira Colony - Shastri Nagar)",48000,0,48000,48000,"Active"
"SR-2024-1928","ADM-5928","PEN-RJ-2024-715034","Ashok Agarwal","25","8th","8th","C","8th - C","Ramesh Chand Agarwal","Kanta Devi","Ramesh Chand Agarwal","9829316673","9829316673","9829316673","Kalyanpura, Barmer","Male","2012-12-25","OBC","Raman",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1929","ADM-5929","PEN-RJ-2024-194682","Jyoti Bansal","26","8th","8th","C","8th - C","Mohan Lal Bansal","Sunita","Mohan Lal Bansal","9460398412","9460398412","9460398412","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2012-11-04","General","Shivaji",true,true,"Route 6 (Uttarlai Road - Airforce Area)",48000,36000,12000,12000,"Active"
"SR-2024-1930","ADM-5930","PEN-RJ-2024-983866","Paras Joshi","27","8th","8th","C","8th - C","Rikhabdas Joshi","Meenakshi","Rikhabdas Joshi","9829482792","9829482792","9829482792","Indira Colony, Lane 4, Barmer","Male","2012-11-11","General","Shivaji",false,false,"",36000,18000,18000,18000,"Active"
"SR-2024-1931","ADM-5931","PEN-RJ-2024-590317","Krishna Goyal","28","8th","8th","C","8th - C","Mohan Lal Goyal","Mohan Kanwar","Mohan Lal Goyal","9829919807","9829919807","9829919807","Plot 42, Civil Lines, Barmer","Male","2012-10-12","SC","Shivaji",false,false,"",36000,21500,14500,14500,"Active"
"SR-2024-1932","ADM-5932","PEN-RJ-2024-528253","Neha Dadhich","29","8th","8th","C","8th - C","Ramesh Chand Dadhich","Rukmani Devi","Ramesh Chand Dadhich","9784539901","9784539901","9784539901","Sindhari Road, Near Bus Stand, Barmer","Female","2012-05-10","SC","Raman",false,false,"",36000,18000,18000,18000,"Active"
"SR-2024-1933","ADM-5933","PEN-RJ-2024-649993","Jabbar Verma","30","8th","8th","C","8th - C","Kalyan Singh Verma","Laxmi Devi","Kalyan Singh Verma","9829183552","9829183552","9829183552","Uttarlai Road, Near KV School, Barmer","Male","2012-01-17","SC","Ashoka",false,false,"",36000,0,36000,36000,"Active"
"SR-2024-1934","ADM-5934","PEN-RJ-2024-968338","Ramesh Mathur","31","8th","8th","C","8th - C","Jabbar Singh Mathur","Parvati Devi","Jabbar Singh Mathur","8769546084","8769546084","8769546084","Laxmi Nagar, Street 3, Barmer","Male","2012-06-22","SC","Raman",false,false,"",36000,18000,18000,18000,"Active"
"SR-2024-1935","ADM-5935","PEN-RJ-2024-430079","Manak Bishnoi","32","8th","8th","C","8th - C","Ashok Bishnoi","Kanta Devi","Ashok Bishnoi","8769902338","8769902338","8769902338","Kalyanpura, Barmer","Male","2012-02-11","OBC","Tagore",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1936","ADM-5936","PEN-RJ-2024-524623","Santosh Charan","33","8th","8th","C","8th - C","Mohan Lal Charan","Sayar Kanwar","Mohan Lal Charan","9829103107","9829103107","9829103107","Uttarlai Road, Near KV School, Barmer","Female","2012-11-08","SC","Tagore",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",48000,48000,0,0,"Active"
"SR-2024-1937","ADM-5937","PEN-RJ-2024-379727","Sanjay Singhal","34","8th","8th","C","8th - C","Manak Chand Singhal","Parvati Devi","Manak Chand Singhal","9829560436","9829560436","9829560436","Laxmi Nagar, Street 3, Barmer","Male","2012-07-11","General","Raman",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1938","ADM-5938","PEN-RJ-2024-383372","Dharampal Singhal","35","8th","8th","C","8th - C","Uttamchand Singhal","Prem Kanwar","Uttamchand Singhal","9784729940","9784729940","9784729940","Jasol Road, Balotra Highway, Barmer","Male","2012-12-16","OBC","Shivaji",false,false,"",36000,14500,21500,21500,"Active"
"SR-2024-1939","ADM-5939","PEN-RJ-2024-198975","Suman Trivedi","36","8th","8th","C","8th - C","Bhawani Singh Trivedi","Mohan Kanwar","Bhawani Singh Trivedi","9828965246","9828965246","9828965246","Sindhari Road, Near Bus Stand, Barmer","Female","2012-09-11","OBC","Tagore",true,true,"Route 2 (Indira Colony - Shastri Nagar)",48000,24000,24000,24000,"Active"
"SR-2024-1940","ADM-5940","PEN-RJ-2024-812309","Sahil Raika","37","8th","8th","C","8th - C","Jagdish Prasad Raika","Meenakshi","Jagdish Prasad Raika","9828405154","9828405154","9828405154","Sindhari Road, Near Bus Stand, Barmer","Male","2012-08-05","OBC","Ashoka",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1941","ADM-5941","PEN-RJ-2024-893531","Sumer Purohit","38","8th","8th","C","8th - C","Mohan Lal Purohit","Anita","Mohan Lal Purohit","9784265078","9784265078","9784265078","Jasol Road, Balotra Highway, Barmer","Male","2012-07-11","ST","Tagore",false,false,"",36000,18000,18000,18000,"Active"
"SR-2024-1942","ADM-5942","PEN-RJ-2024-266426","Saroj Bishnoi","39","8th","8th","C","8th - C","Rikhabdas Bishnoi","Anita","Rikhabdas Bishnoi","9414710714","9414710714","9414710714","Jasol Road, Balotra Highway, Barmer","Female","2012-10-02","General","Ashoka",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1943","ADM-5943","PEN-RJ-2024-602006","Swati Purohit","40","8th","8th","C","8th - C","Sumer Singh Purohit","Sugan Kanwar","Sumer Singh Purohit","9414277037","9414277037","9414277037","Sadar Bazaar, Near Old Fort, Barmer","Female","2012-06-19","ST","Raman",false,false,"",36000,0,36000,36000,"Active"
"SR-2024-1944","ADM-5944","PEN-RJ-2024-317897","Shravan Dadhich","41","8th","8th","C","8th - C","Suresh Dadhich","Sushila","Suresh Dadhich","9460227204","9460227204","9460227204","Nehru Nagar, Main Road, Barmer","Male","2012-04-12","General","Tagore",true,true,"Route 3 (Station Road - Sadar Bazaar)",48000,48000,0,0,"Active"
"SR-2024-1945","ADM-5945","PEN-RJ-2024-260367","Kunal Rajput","42","8th","8th","C","8th - C","Ramesh Chand Rajput","Chandra Kanwar","Ramesh Chand Rajput","9460302643","9460302643","9460302643","Station Road, Near Soni Dharmshala, Barmer","Male","2012-12-16","SC","Raman",false,false,"",36000,36000,0,0,"Active"
"SR-2024-1946","ADM-5946","PEN-RJ-2024-383040","Advik Bishnoi","01","9th","9th","A","9th - A","Surendra Bishnoi","Sayar Kanwar","Surendra Bishnoi","8769143951","8769143951","8769143951","Rai Colony, Near Water Tank, Barmer","Male","2011-01-26","OBC","Tagore",true,true,"Route 6 (Uttarlai Road - Airforce Area)",54000,0,54000,54000,"Active"
"SR-2024-1947","ADM-5947","PEN-RJ-2024-837401","Rampal Jangid","02","9th","9th","A","9th - A","Dungar Ram Jangid","Sunita","Dungar Ram Jangid","9828265249","9828265249","9828265249","Khatan Kocha, Inside City, Barmer","Male","2011-08-27","OBC","Ashoka",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-1948","ADM-5948","PEN-RJ-2024-910995","Aarav Solanki","03","9th","9th","A","9th - A","Rikhabdas Solanki","Manju","Rikhabdas Solanki","9829836673","9829836673","9829836673","Khatan Kocha, Inside City, Barmer","Male","2011-09-18","General","Shivaji",true,true,"Route 3 (Station Road - Sadar Bazaar)",54000,27000,27000,27000,"Active"
"SR-2024-1949","ADM-5949","PEN-RJ-2024-669672","Gayatri Gehlot","04","9th","9th","A","9th - A","Nemichand Gehlot","Nirmala","Nemichand Gehlot","9829797252","9829797252","9829797252","Jasol Road, Balotra Highway, Barmer","Female","2011-09-09","ST","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1950","ADM-5950","PEN-RJ-2024-327601","Priya Meghwal","05","9th","9th","A","9th - A","Nemichand Meghwal","Chandra Kanwar","Nemichand Meghwal","9829205756","9829205756","9829205756","Tilak Nagar, Barmer","Female","2011-08-15","OBC","Shivaji",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-1951","ADM-5951","PEN-RJ-2024-388397","Mamta Sharma","06","9th","9th","A","9th - A","Gopal Sharma","Kanta Devi","Gopal Sharma","8769458779","8769458779","8769458779","Tilak Nagar, Barmer","Female","2011-09-13","General","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1952","ADM-5952","PEN-RJ-2024-259001","Tanu Sharma","07","9th","9th","A","9th - A","Manak Chand Sharma","Anita","Manak Chand Sharma","9414859717","9414859717","9414859717","Sindhari Road, Near Bus Stand, Barmer","Female","2011-06-04","ST","Ashoka",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",54000,54000,0,0,"Active"
"SR-2024-1953","ADM-5953","PEN-RJ-2024-661152","Jitendra Goyal","08","9th","9th","A","9th - A","Teja Ram Goyal","Gulab Kanwar","Teja Ram Goyal","9828338025","9828338025","9828338025","Plot 42, Civil Lines, Barmer","Male","2011-12-01","General","Tagore",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1954","ADM-5954","PEN-RJ-2024-892795","Ananya Purohit","09","9th","9th","A","9th - A","Loonkaran Purohit","Sushila","Loonkaran Purohit","8769939493","8769939493","8769939493","Laxmi Nagar, Street 3, Barmer","Female","2011-07-13","SC","Tagore",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-1955","ADM-5955","PEN-RJ-2024-717046","Khimraj Chauhan","10","9th","9th","A","9th - A","Narpat Singh Chauhan","Anita","Narpat Singh Chauhan","9784332627","9784332627","9784332627","Indira Colony, Lane 4, Barmer","Male","2011-11-02","SC","Ashoka",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-1956","ADM-5956","PEN-RJ-2024-434822","Arnav Maheshwari","11","9th","9th","A","9th - A","Ramesh Chand Maheshwari","Sushila","Ramesh Chand Maheshwari","9784746060","9784746060","9784746060","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2011-09-24","ST","Shivaji",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",54000,40500,13500,13500,"Active"
"SR-2024-1957","ADM-5957","PEN-RJ-2024-455776","Navya Rajput","12","9th","9th","A","9th - A","Pabu Ram Rajput","Manju","Pabu Ram Rajput","9460260186","9460260186","9460260186","Sadar Bazaar, Near Old Fort, Barmer","Female","2011-08-05","OBC","Shivaji",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1958","ADM-5958","PEN-RJ-2024-136092","Jaideep Shekhawat","13","9th","9th","A","9th - A","Teja Ram Shekhawat","Shanti Devi","Teja Ram Shekhawat","8769723728","8769723728","8769723728","Laxmi Nagar, Street 3, Barmer","Male","2011-11-18","ST","Ashoka",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-1959","ADM-5959","PEN-RJ-2024-983243","Angel Meghwal","14","9th","9th","A","9th - A","Teja Ram Meghwal","Bhanwar Kanwar","Teja Ram Meghwal","9784177031","9784177031","9784177031","Laxmi Nagar, Street 3, Barmer","Female","2011-08-08","SC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",54000,21500,32500,32500,"Active"
"SR-2024-1960","ADM-5960","PEN-RJ-2024-313496","Sunil Vyas","15","9th","9th","A","9th - A","Dungar Ram Vyas","Meenakshi","Dungar Ram Vyas","9460732289","9460732289","9460732289","Laxmi Nagar, Street 3, Barmer","Male","2011-02-24","General","Ashoka",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-1961","ADM-5961","PEN-RJ-2024-582204","Saroj Trivedi","16","9th","9th","A","9th - A","Vimalchand Trivedi","Laxmi Devi","Vimalchand Trivedi","9784347299","9784347299","9784347299","Panch Batti Circle, Barmer","Female","2011-09-15","General","Tagore",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1962","ADM-5962","PEN-RJ-2024-736501","Surendra Meghwal","17","9th","9th","A","9th - A","Kailash Meghwal","Sharda","Kailash Meghwal","9829951617","9829951617","9829951617","Rai Colony, Near Water Tank, Barmer","Male","2011-04-08","ST","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",54000,54000,0,0,"Active"
"SR-2024-1963","ADM-5963","PEN-RJ-2024-732424","Muhammad Verma","18","9th","9th","A","9th - A","Ram Chandra Verma","Sugan Kanwar","Ram Chandra Verma","9460513898","9460513898","9460513898","Nehru Nagar, Main Road, Barmer","Male","2011-05-15","ST","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1964","ADM-5964","PEN-RJ-2024-844065","Nirmala Purohit","19","9th","9th","A","9th - A","Shaitan Singh Purohit","Meenakshi","Shaitan Singh Purohit","9828412218","9828412218","9828412218","Sindhari Road, Near Bus Stand, Barmer","Female","2011-11-09","SC","Shivaji",true,true,"Route 2 (Indira Colony - Shastri Nagar)",54000,54000,0,0,"Active"
"SR-2024-1965","ADM-5965","PEN-RJ-2024-260203","Ronit Bishnoi","20","9th","9th","A","9th - A","Suresh Bishnoi","Prem Kanwar","Suresh Bishnoi","9784240678","9784240678","9784240678","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2011-12-22","OBC","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1966","ADM-5966","PEN-RJ-2024-288598","Sunil Bhati","21","9th","9th","A","9th - A","Surendra Bhati","Durga Devi","Surendra Bhati","8769325124","8769325124","8769325124","Khatan Kocha, Inside City, Barmer","Male","2011-12-21","General","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1967","ADM-5967","PEN-RJ-2024-754355","Barkha Jangid","22","9th","9th","A","9th - A","Rajesh Jangid","Meenakshi","Rajesh Jangid","9784763597","9784763597","9784763597","Sadar Bazaar, Near Old Fort, Barmer","Female","2011-08-27","ST","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1968","ADM-5968","PEN-RJ-2024-722453","Neha Singhal","23","9th","9th","A","9th - A","Jethmal Singhal","Sugan Kanwar","Jethmal Singhal","9829402154","9829402154","9829402154","Baldev Nagar, Near Ratan Singh Circle, Barmer","Female","2011-08-02","General","Shivaji",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1969","ADM-5969","PEN-RJ-2024-343215","Aditya Mittal","24","9th","9th","A","9th - A","Mangi Lal Mittal","Savitri Devi","Mangi Lal Mittal","9784770019","9784770019","9784770019","Rai Colony, Near Water Tank, Barmer","Male","2011-02-25","ST","Ashoka",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-1970","ADM-5970","PEN-RJ-2024-360606","Harsh Bansal","25","9th","9th","A","9th - A","Jagdish Prasad Bansal","Meenakshi","Jagdish Prasad Bansal","8769662311","8769662311","8769662311","Indira Colony, Lane 4, Barmer","Male","2011-02-07","ST","Raman",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",54000,32500,21500,21500,"Active"
"SR-2024-1971","ADM-5971","PEN-RJ-2024-940925","Anvi Shekhawat","26","9th","9th","A","9th - A","Suresh Shekhawat","Rekha","Suresh Shekhawat","9829554098","9829554098","9829554098","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2011-08-18","SC","Tagore",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1972","ADM-5972","PEN-RJ-2024-700698","Pabu Shekhawat","27","9th","9th","A","9th - A","Surendra Shekhawat","Anand Kanwar","Surendra Shekhawat","9414670784","9414670784","9414670784","Panch Batti Circle, Barmer","Male","2011-02-18","OBC","Ashoka",true,true,"Route 6 (Uttarlai Road - Airforce Area)",54000,40500,13500,13500,"Active"
"SR-2024-1973","ADM-5973","PEN-RJ-2024-485247","Sharda Trivedi","28","9th","9th","A","9th - A","Ashok Trivedi","Rukmani Devi","Ashok Trivedi","9784604330","9784604330","9784604330","Ramsar Road, Barmer","Female","2011-06-04","ST","Ashoka",false,false,"",42000,17000,25000,25000,"Active"
"SR-2024-1974","ADM-5974","PEN-RJ-2024-188617","Durga Mittal","29","9th","9th","A","9th - A","Surendra Mittal","Anita","Surendra Mittal","9414679876","9414679876","9414679876","Plot 42, Civil Lines, Barmer","Female","2011-05-17","SC","Shivaji",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1975","ADM-5975","PEN-RJ-2024-925340","Rahul Gehlot","30","9th","9th","A","9th - A","Rikhabdas Gehlot","Meenakshi","Rikhabdas Gehlot","9414340261","9414340261","9414340261","Uttarlai Road, Near KV School, Barmer","Male","2011-03-01","OBC","Raman",true,true,"Route 2 (Indira Colony - Shastri Nagar)",54000,21500,32500,32500,"Active"
"SR-2024-1976","ADM-5976","PEN-RJ-2024-807401","Amar Soni","31","9th","9th","A","9th - A","Vimalchand Soni","Prem Kanwar","Vimalchand Soni","9829413098","9829413098","9829413098","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2011-01-08","OBC","Raman",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-1977","ADM-5977","PEN-RJ-2024-583545","Karan Bhati","32","9th","9th","A","9th - A","Surendra Bhati","Prem Kanwar","Surendra Bhati","9414666789","9414666789","9414666789","Plot 42, Civil Lines, Barmer","Male","2011-11-21","OBC","Tagore",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",54000,21500,32500,32500,"Active"
"SR-2024-1978","ADM-5978","PEN-RJ-2024-641527","Manak Vyas","33","9th","9th","A","9th - A","Shaitan Singh Vyas","Sharda","Shaitan Singh Vyas","9829750160","9829750160","9829750160","Ramsar Road, Barmer","Male","2011-01-02","SC","Shivaji",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-1979","ADM-5979","PEN-RJ-2024-250425","Gajendra Lohar","34","9th","9th","A","9th - A","Ram Chandra Lohar","Gulab Kanwar","Ram Chandra Lohar","9784954555","9784954555","9784954555","Chohtan Circle, Highway Link, Barmer","Male","2011-03-28","ST","Tagore",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-1980","ADM-5980","PEN-RJ-2024-450441","Kuldeep Dadhich","35","9th","9th","A","9th - A","Ramesh Chand Dadhich","Pushpa Devi","Ramesh Chand Dadhich","9460200408","9460200408","9460200408","Jasol Road, Balotra Highway, Barmer","Male","2011-02-25","General","Tagore",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1981","ADM-5981","PEN-RJ-2024-548591","Jitendra Gupta","36","9th","9th","A","9th - A","Mahendra Gupta","Meenakshi","Mahendra Gupta","9460463955","9460463955","9460463955","Nehru Nagar, Main Road, Barmer","Male","2011-10-22","SC","Raman",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",54000,54000,0,0,"Active"
"SR-2024-1982","ADM-5982","PEN-RJ-2024-210053","Jagdish Solanki","37","9th","9th","A","9th - A","Chhagan Lal Solanki","Bhanwar Kanwar","Chhagan Lal Solanki","8769160277","8769160277","8769160277","Laxmi Nagar, Street 3, Barmer","Male","2011-10-02","ST","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1983","ADM-5983","PEN-RJ-2024-613950","Sara Singhal","38","9th","9th","A","9th - A","Sawai Singh Singhal","Parvati Devi","Sawai Singh Singhal","9828925977","9828925977","9828925977","Station Road, Near Soni Dharmshala, Barmer","Female","2011-03-04","OBC","Tagore",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",54000,27000,27000,27000,"Active"
"SR-2024-1984","ADM-5984","PEN-RJ-2024-218931","Kailash Parihar","01","9th","9th","B","9th - B","Mangi Lal Parihar","Anand Kanwar","Mangi Lal Parihar","8769156599","8769156599","8769156599","Khatan Kocha, Inside City, Barmer","Male","2011-05-24","General","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1985","ADM-5985","PEN-RJ-2024-555800","Bharat Bhati","02","9th","9th","B","9th - B","Ramesh Chand Bhati","Shanti Devi","Ramesh Chand Bhati","9828477167","9828477167","9828477167","Ramsar Road, Barmer","Male","2011-05-09","General","Shivaji",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1986","ADM-5986","PEN-RJ-2024-408516","Jaswant Raika","03","9th","9th","B","9th - B","Hanuman Ram Raika","Savitri Devi","Hanuman Ram Raika","9460882616","9460882616","9460882616","Ramsar Road, Barmer","Male","2011-07-26","General","Shivaji",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1987","ADM-5987","PEN-RJ-2024-807197","Narendra Jain","04","9th","9th","B","9th - B","Mohan Lal Jain","Nirmala","Mohan Lal Jain","9829525331","9829525331","9829525331","Khatan Kocha, Inside City, Barmer","Male","2011-11-21","OBC","Ashoka",false,false,"",42000,17000,25000,25000,"Active"
